"churn_prediction","feature_0","feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","feature_9","feature_10","feature_11","feature_12","feature_13","feature_14","feature_15"
"no",1.70113893609699,-0.577480043405417,1.22483906903993,-0.210321667078708,-0.569350637645791,-0.411453106493048,-0.251940370672173,0,1,1,0,1,0,2,8,3
"no",-0.182340617508477,3.7746269139445,0.383733935502017,-0.583101060736155,0.399020232450285,1.32632881238484,0.182197529943736,4,1,2,0,1,0,0,9,0
"no",0.100181315532343,0.250178965916279,-0.0968975693767915,-0.377295770487773,0.0762299424182596,-0.411453106493048,-0.251940370672173,4,2,2,0,1,0,2,8,3
"no",-0.841558461270392,-0.135405032870892,0.503891811721719,-0.152074886819732,0.399020232450285,-0.411453106493048,-0.251940370672173,1,1,1,0,1,1,0,0,3
"no",-0.276514595188751,-0.326226415575616,-1.05816057913441,-0.132659293400073,-0.569350637645791,-0.411453106493048,-0.251940370672173,7,1,1,0,1,0,1,8,3
"no",1.23026904769563,-0.236891792347243,0.503891811721719,0.546886476287981,-0.246560347613766,-0.411453106493048,-0.251940370672173,6,1,1,0,1,0,0,9,3
"no",0.28852927089289,-0.200106947488501,-0.938002702914707,-0.416126957327091,-0.246560347613766,-0.411453106493048,-0.251940370672173,1,1,0,0,1,0,2,8,3
"no",0.853573136974531,-0.0651197043015097,-0.938002702914707,-0.357880177068114,-0.246560347613766,-0.411453106493048,-0.251940370672173,1,1,0,0,1,0,2,8,3
"no",-0.370688572869025,-0.441507491873995,-0.457371198035898,1.22643224597604,1.04460081251434,-0.411453106493048,-0.251940370672173,0,2,1,0,0,0,2,8,3
"yes",0.571051203933711,0.712945451683846,0.503891811721719,0.236236981573442,-0.569350637645791,0.597259386648712,0.616335430559645,10,1,1,0,1,0,0,9,0
"no",0.28852927089289,-0.440193747414754,-1.17831845535411,0.026548572641128,-0.246560347613766,-0.411453106493048,-0.251940370672173,4,1,2,0,1,0,0,1,3
"no",-1.40660232735203,-0.295353420783458,-1.65894996023292,-0.0394644449857116,-0.246560347613766,-0.411453106493048,-0.251940370672173,1,2,1,0,0,1,0,5,3
"no",-0.841558461270392,-0.0546097486275835,-0.5775290742556,0.970146412836541,-0.569350637645791,-0.411453106493048,-0.251940370672173,4,1,2,0,1,0,0,5,3
"no",0.100181315532343,-0.630029821775048,0.383733935502017,-0.610282891523678,-0.569350637645791,-0.411453106493048,-0.251940370672173,9,1,1,0,1,0,0,9,3
"no",-1.40660232735203,-0.334108882331061,0.624049687941421,-0.423893194694954,0.399020232450285,-0.411453106493048,-0.251940370672173,2,1,3,0,1,1,0,5,3
"no",-1.31242834967176,-0.444791853022097,-1.17831845535411,-0.66076343441479,0.0762299424182596,-0.411453106493048,-0.251940370672173,7,1,1,0,1,0,2,8,3
"no",-0.935732438950666,-0.446762469710958,-0.697686950475302,0.438159153137893,-0.569350637645791,-0.411453106493048,-0.251940370672173,1,1,1,0,1,0,0,5,3
"no",1.23026904769563,-0.501611300884261,-1.53879208401322,-0.218087904446572,-0.569350637645791,-0.411453106493048,-0.251940370672173,7,1,1,0,0,1,2,5,3
"no",1.3244430253759,-0.359070027056636,1.10468119282023,-0.656880315730859,0.399020232450285,-0.411453106493048,-0.251940370672173,7,1,0,0,0,0,0,1,3
"no",-0.559036528229572,0.528364355160516,-1.05816057913441,-0.388945126539568,-0.246560347613766,0.547323124611991,2.35288703302328,2,1,1,0,0,0,0,1,2
"no",-0.559036528229572,-0.00271684248757237,0.624049687941421,0.0770291155322407,1.04460081251434,-0.411453106493048,-0.251940370672173,7,2,1,0,0,1,0,9,3
"no",1.70113893609699,-0.410962933196647,-0.938002702914707,0.20905515078592,-0.246560347613766,3.40367731311242,1.05047333117555,4,1,1,0,0,0,1,5,0
"no",1.51279098073645,1.17144226795888,1.82562845013844,-0.649114078362995,0.399020232450285,-0.411453106493048,-0.251940370672173,4,1,2,0,1,0,1,5,3
"no",-0.0881666398282039,0.136868506306761,-1.29847633157381,-0.773373876248811,1.36739110254636,-0.411453106493048,-0.251940370672173,10,1,1,0,1,0,2,6,3
"no",-0.464862550549298,-0.348560071382709,1.58531269769904,0.422626678402166,-0.569350637645791,-0.411453106493048,-0.251940370672173,9,2,1,0,1,1,0,5,3
"no",1.60696495841672,-0.355785665908534,-0.938002702914707,0.267301931044896,0.721810522482311,-0.411453106493048,-0.251940370672173,1,1,1,0,0,0,0,5,3
"no",-0.559036528229572,-0.162665230400138,0.503891811721719,0.154691489210876,-0.246560347613766,1.30635430757015,1.05047333117555,4,1,2,0,1,0,0,9,2
"no",1.60696495841672,2.18466768214834,0.383733935502017,-0.75007516414522,0.0762299424182596,-0.411453106493048,-0.251940370672173,6,1,2,0,1,0,2,8,3
"no",1.41861700305617,5.09428322325187,-1.05816057913441,-0.136542412084005,-0.569350637645791,-0.411453106493048,-0.251940370672173,0,1,1,0,0,0,0,10,3
"no",-1.02990641663094,-0.386330224585882,0.503891811721719,-0.0899449878768242,0.0762299424182596,-0.411453106493048,-0.251940370672173,4,2,1,0,1,0,0,9,3
"no",-0.464862550549298,-0.482233570110459,-1.17831845535411,-0.497672449689657,-0.246560347613766,-0.411453106493048,-0.251940370672173,0,1,1,0,1,0,2,8,3
"no",0.382703248573164,0.638718889736742,1.70547057391874,-0.501555568373589,-0.246560347613766,-0.411453106493048,-0.251940370672173,0,1,1,0,0,0,0,5,3
"no",-0.935732438950666,-0.486503239602992,0.263576059282315,-0.967529810445398,0.721810522482311,-0.411453106493048,-0.251940370672173,9,1,1,0,1,0,0,8,3
"no",1.04192109233508,0.00056751866052959,-1.17831845535411,-0.365646414435978,-0.246560347613766,-0.411453106493048,-0.251940370672173,1,1,0,0,1,0,0,1,3
"no",1.23026904769563,-0.488473856291853,-0.938002702914707,-0.586984179420087,-0.246560347613766,-0.411453106493048,-0.251940370672173,4,0,2,0,0,1,0,1,3
"no",0.28852927089289,-0.205690361440274,-0.217055445596494,-0.187022954975118,-0.246560347613766,-0.411453106493048,-0.251940370672173,9,1,1,0,1,0,1,8,3
"yes",-1.21825437199149,-0.225396528328886,-1.29847633157381,3.41651118371354,-0.246560347613766,-0.411453106493048,-0.251940370672173,9,2,2,0,0,0,0,3,3
"no",-0.464862550549298,0.479755810168607,-0.938002702914707,-0.167607361555459,-0.569350637645791,3.30380478903898,2.35288703302328,9,0,1,0,1,0,0,6,0
"no",0.759399159294258,-0.427384738937157,-1.17831845535411,-0.047230682353575,-0.569350637645791,-0.411453106493048,-0.251940370672173,7,1,0,0,1,0,2,8,3
"no",0.00600733785206958,-0.48387575068451,1.70547057391874,-0.676295909150517,0.0762299424182596,-0.411453106493048,-0.251940370672173,0,1,1,0,1,0,2,8,3
"no",0.382703248573164,1.75014670225445,-0.337213321816196,-0.183139836291186,-0.246560347613766,-0.411453106493048,-0.251940370672173,1,1,0,0,0,0,0,1,3
"no",-0.464862550549298,0.714259196143087,0.624049687941421,-0.555919229948633,-0.246560347613766,-0.411453106493048,-0.251940370672173,4,1,2,0,1,0,0,9,3
"no",-1.40660232735203,-0.286485645683582,0.864365440380826,-0.684062146518381,0.721810522482311,-0.411453106493048,-0.251940370672173,1,1,1,0,1,0,2,6,3
"no",0.665225181613984,-0.447419341940579,-0.5775290742556,0.888600920473975,0.0762299424182596,-0.411453106493048,-0.251940370672173,0,0,1,0,0,1,0,5,3
"no",-0.935732438950666,-0.441835927988805,-1.65894996023292,-0.800555707036333,0.0762299424182596,-0.411453106493048,-0.251940370672173,0,2,1,0,1,0,2,6,3
"no",-0.370688572869025,0.0284845884193963,-1.53879208401322,0.127509658423353,-0.569350637645791,-0.411453106493048,-0.251940370672173,4,2,2,0,0,0,2,6,3
"no",-1.02990641663094,-0.0207808288021332,-0.217055445596494,0.997328243624064,-0.246560347613766,-0.411453106493048,-0.251940370672173,4,2,1,0,0,0,0,1,3
"no",0.476877226253437,0.564820763904447,-1.41863420779352,-0.3928282452235,0.0762299424182596,-0.411453106493048,-0.251940370672173,4,1,3,0,0,0,1,8,3
"no",-0.0881666398282039,0.420965745617581,0.624049687941421,-0.575334823368292,-0.246560347613766,1.44617584127297,0.182197529943736,2,1,2,0,1,0,0,9,0
"no",1.41861700305617,0.701450187665489,-0.0968975693767915,0.0226654539571963,-0.246560347613766,-0.411453106493048,-0.251940370672173,1,1,0,0,0,0,0,0,3
"no",1.51279098073645,-0.38271742732297,-1.05816057913441,-0.878218080714968,-0.569350637645791,-0.411453106493048,-0.251940370672173,9,1,1,0,0,0,2,8,3
"yes",1.79531291377727,-0.447419341940579,-1.53879208401322,1.62251035173707,-0.246560347613766,1.40622683164359,1.91874913240737,3,1,1,0,0,0,1,1,0
"no",-0.464862550549298,0.205840090416902,0.143418183062613,0.333314948671736,-0.246560347613766,-0.411453106493048,-0.251940370672173,4,1,1,0,0,0,2,6,3
"no",1.70113893609699,-0.447419341940579,-0.938002702914707,0.647847562070207,1.04460081251434,-0.411453106493048,-0.251940370672173,5,1,3,0,0,0,2,8,3
"no",0.476877226253437,-0.217514061573441,-1.05816057913441,-0.474373737586067,-0.569350637645791,-0.411453106493048,-0.251940370672173,4,1,1,0,0,1,0,5,3
"no",-1.02990641663094,0.138839122995622,-0.938002702914707,-0.583101060736155,-0.246560347613766,-0.411453106493048,-0.251940370672173,7,2,2,0,0,0,0,1,3
"no",1.13609507001535,-0.590289051883014,0.0232603068429106,-0.493789331005725,-0.246560347613766,-0.411453106493048,-0.251940370672173,9,2,1,1,1,1,2,6,3
"no",2.54870473521945,-0.301265270850041,0.263576059282315,0.842003496266794,-0.569350637645791,-0.411453106493048,-0.251940370672173,5,1,1,0,0,0,0,3,3
"no",0.476877226253437,0.766480538397908,-1.65894996023292,-0.377295770487773,-0.246560347613766,-0.411453106493048,-0.251940370672173,1,1,1,0,1,0,2,6,3
"no",0.759399159294258,0.553982372115711,-0.457371198035898,-0.520971161793248,-0.246560347613766,-0.411453106493048,-0.251940370672173,1,1,0,0,0,0,2,6,3
"no",-0.464862550549298,-0.446434033596148,0.263576059282315,-0.944231098341808,1.69018139257839,-0.411453106493048,-0.251940370672173,7,0,1,0,1,0,0,8,3
"no",-0.370688572869025,-0.0569088014312548,-0.337213321816196,0.251769456309169,2.01297168261041,1.58599737497578,1.48461123179146,7,2,2,0,0,0,0,11,1
"no",0.476877226253437,-0.358084718712205,1.82562845013844,-0.423893194694954,0.399020232450285,-0.411453106493048,-0.251940370672173,0,2,1,0,0,0,0,5,3
"no",-1.31242834967176,-0.430997536200069,1.58531269769904,-0.350113939700251,-0.569350637645791,-0.411453106493048,-0.251940370672173,6,2,1,0,0,0,0,4,3
"no",-0.841558461270392,-0.406693263704114,1.34499694525963,-0.253035972601957,-0.569350637645791,-0.411453106493048,-0.251940370672173,4,1,2,0,0,0,2,8,3
"no",-0.747384483590119,-0.26513729822092,-0.817844826695005,-0.210321667078708,-0.569350637645791,3.24388127459491,0.182197529943736,0,2,1,0,1,0,0,11,2
"no",0.571051203933711,0.206168526531713,1.10468119282023,-0.583101060736155,0.399020232450285,-0.411453106493048,-0.251940370672173,9,1,1,0,1,1,0,1,3
"no",-0.464862550549298,-0.174160494418495,0.503891811721719,-0.0821787505089607,-0.246560347613766,-0.411453106493048,-0.251940370672173,4,2,2,0,1,0,0,0,3
"no",-0.653210505909845,0.205511654302092,1.58531269769904,-0.796672588352401,-0.569350637645791,2.25514328626784,0.616335430559645,1,1,1,0,1,0,1,4,0
"no",-1.02990641663094,-0.26612260656535,-1.29847633157381,1.51378302858699,-0.246560347613766,-0.411453106493048,-0.251940370672173,4,2,2,0,1,0,0,1,3
"no",1.04192109233508,0.0895737057740929,-0.337213321816196,1.83219876066939,-0.569350637645791,-0.411453106493048,-0.251940370672173,7,0,1,0,1,0,2,8,3
"no",-0.464862550549298,-0.435924077922222,1.58531269769904,0.911899632577565,-0.246560347613766,-0.411453106493048,-0.251940370672173,9,2,1,0,0,0,0,1,3
"no",0.382703248573164,-0.0326045289353003,0.383733935502017,0.0964447089518994,0.0762299424182596,-0.411453106493048,-0.251940370672173,1,1,3,0,1,0,2,8,3
"no",0.00600733785206958,-0.431325972314879,0.143418183062613,0.20905515078592,0.721810522482311,-0.411453106493048,-0.251940370672173,4,1,2,0,1,0,0,5,3
"no",-0.464862550549298,-0.311775226523967,-0.337213321816196,-0.769490757564879,-0.569350637645791,1.35629056960687,0.182197529943736,7,1,0,0,1,0,1,8,0
"no",-0.935732438950666,-0.180729216714699,0.864365440380826,-0.0511138010375068,-0.569350637645791,-0.411453106493048,-0.251940370672173,1,1,1,0,1,0,0,11,3
"no",-0.747384483590119,0.0114059104492661,0.0232603068429106,0.434276034453961,-0.569350637645791,1.05667299738654,1.05047333117555,7,1,1,0,1,0,0,0,0
"no",0.00600733785206958,0.465961493346578,-0.457371198035898,-0.633581603627268,-0.246560347613766,-0.411453106493048,-0.251940370672173,4,1,2,0,1,0,0,1,3
"no",-0.464862550549298,-0.443149672448046,0.503891811721719,-0.621932247575473,0.0762299424182596,-0.411453106493048,-0.251940370672173,2,1,1,0,1,0,0,0,3
"no",-0.370688572869025,-0.333780446216251,0.143418183062613,0.511938408132596,-0.569350637645791,2.75450590663505,0.182197529943736,1,1,1,0,1,0,0,0,0
"no",0.665225181613984,-0.343633529660556,-1.29847633157381,1.17206858440099,-0.246560347613766,-0.411453106493048,-0.251940370672173,1,2,0,0,0,0,2,6,3
"no",0.476877226253437,-0.19879320302926,-1.17831845535411,0.325548711303872,0.0762299424182596,2.1552707621944,1.05047333117555,0,2,1,0,1,1,0,0,0
"no",-1.31242834967176,-0.321628309968273,-0.817844826695005,-0.944231098341808,-0.569350637645791,-0.411453106493048,-0.251940370672173,8,0,3,0,0,0,2,5,3
"no",-0.276514595188751,-0.386987096815502,-0.697686950475302,-0.753958282829152,-0.246560347613766,1.476137598495,0.616335430559645,4,1,2,0,0,0,0,3,0
"no",-0.747384483590119,-0.413261986000318,0.864365440380826,-0.555919229948633,-0.569350637645791,-0.411453106493048,-0.251940370672173,9,1,2,0,0,0,2,5,3
"no",1.04192109233508,0.128000731206886,0.624049687941421,0.341081186039599,0.399020232450285,0.826966192017628,3.2211628342551,3,1,1,0,0,1,1,9,0
"no",-0.276514595188751,-0.43231128065931,-1.05816057913441,-0.81608818177206,-0.246560347613766,-0.411453106493048,-0.251940370672173,0,1,1,0,0,0,0,1,3
"no",-0.370688572869025,6.27008451427237,-1.41863420779352,-0.555919229948633,-0.569350637645791,-0.411453106493048,-0.251940370672173,2,2,1,0,1,0,1,8,3
"no",0.947747114654805,-0.0286632955575779,-1.17831845535411,-0.645230959679063,-0.569350637645791,-0.411453106493048,-0.251940370672173,3,1,0,0,0,0,2,6,3
"no",0.00600733785206958,-0.260867628728387,1.70547057391874,-0.722893333357698,-0.246560347613766,-0.411453106493048,-0.251940370672173,9,2,1,0,1,0,2,8,3
"no",-0.653210505909845,0.0261855356157249,-0.5775290742556,-0.093828106560756,-0.569350637645791,-0.411453106493048,-0.251940370672173,7,1,2,0,0,0,0,2,3
"no",0.194355293212617,-0.287142517913203,0.503891811721719,-0.264685328653753,2.98134255270649,-0.411453106493048,-0.251940370672173,6,1,2,0,0,0,0,1,3
"no",0.100181315532343,-0.360055335401066,0.383733935502017,-0.625815366259405,-0.569350637645791,-0.411453106493048,-0.251940370672173,7,0,1,0,1,1,0,9,3
"no",0.382703248573164,-0.312103662638778,-1.41863420779352,-0.827737537823855,0.721810522482311,2.2451560338605,5.39185233733464,1,1,0,0,1,0,1,3,0
"no",-1.40660232735203,-0.401109849752341,0.263576059282315,-0.92869862360608,0.399020232450285,3.08408523607741,2.35288703302328,0,2,1,0,1,0,0,8,1
"no",0.100181315532343,-0.0657765765311301,-0.337213321816196,0.574068307075504,0.721810522482311,3.23389402218757,0.182197529943736,4,1,2,0,1,0,0,8,1
"no",1.13609507001535,-0.250686109169271,-0.337213321816196,0.247886337625237,0.0762299424182596,-0.411453106493048,-0.251940370672173,5,0,2,0,1,0,2,8,3
"no",-0.653210505909845,0.0531172970301611,0.503891811721719,-0.781140113616674,0.0762299424182596,-0.411453106493048,-0.251940370672173,1,1,0,0,1,0,0,9,3
"no",-0.653210505909845,0.165442448295248,-1.41863420779352,-0.633581603627268,-0.569350637645791,-0.411453106493048,-0.251940370672173,9,2,1,0,0,0,0,9,3
"no",-0.0881666398282039,-0.653020349811762,-1.05816057913441,-0.45884126285034,0.399020232450285,-0.411453106493048,-0.251940370672173,4,0,1,0,1,0,0,5,3
"yes",0.100181315532343,0.0514751164561101,0.383733935502017,-0.109360581296483,-0.569350637645791,0.517361367389959,0.182197529943736,4,1,3,0,0,0,0,10,2
"no",-0.841558461270392,-0.24904392859522,1.58531269769904,0.0459641660607868,-0.569350637645791,-0.411453106493048,-0.251940370672173,2,1,1,0,0,0,0,4,3
"no",-0.653210505909845,-0.256269523121044,0.503891811721719,-0.19090607365905,0.0762299424182596,-0.411453106493048,-0.251940370672173,4,0,2,0,0,0,0,9,3
"no",1.51279098073645,-0.384359607897021,-1.05816057913441,0.240120100257374,-0.569350637645791,-0.411453106493048,-0.251940370672173,6,1,2,0,1,0,0,8,3
"yes",1.70113893609699,0.0452348302747163,-1.41863420779352,-0.0394644449857116,-0.569350637645791,1.41621408405093,0.182197529943736,11,1,3,0,0,0,0,1,1
"no",-0.182340617508477,-0.446434033596148,0.503891811721719,-0.955880454393603,3.62692313277054,-0.411453106493048,-0.251940370672173,2,1,2,0,0,0,2,6,3
"no",5.09140213258684,-0.447419341940579,-1.77910783645262,-0.167607361555459,-0.569350637645791,-0.411453106493048,-0.251940370672173,5,1,1,0,0,0,1,10,3
"no",-0.182340617508477,0.808848797208424,1.10468119282023,-0.6374647223112,1.04460081251434,-0.411453106493048,-0.251940370672173,9,1,1,0,0,1,0,1,3
"no",-0.0881666398282039,-0.336079499019922,-0.217055445596494,-0.093828106560756,-0.246560347613766,-0.411453106493048,-0.251940370672173,1,1,1,0,1,0,2,8,3
"no",-0.182340617508477,-0.36662405769727,1.10468119282023,-0.159841124187596,-0.569350637645791,2.65463338256161,3.2211628342551,4,1,2,0,1,0,0,8,0
"no",0.759399159294258,0.543800852556595,-0.0968975693767915,-0.641347840995132,-0.569350637645791,-0.411453106493048,-0.251940370672173,1,2,0,0,1,0,2,8,3
"no",-0.464862550549298,-0.391256766308035,-0.457371198035898,-0.645230959679063,-0.246560347613766,-0.411453106493048,-0.251940370672173,4,1,2,0,0,0,0,1,3
"no",0.194355293212617,1.38229825366703,-0.817844826695005,-0.423893194694954,-0.569350637645791,-0.411453106493048,-0.251940370672173,7,0,1,0,0,0,2,6,3
"no",0.382703248573164,0.496177615909116,1.46515482147934,-0.885984318082831,4.27250371283459,-0.411453106493048,-0.251940370672173,4,1,1,0,1,0,0,1,3
"no",-0.935732438950666,-0.636270107956442,-1.65894996023292,-0.408360719959227,2.01297168261041,-0.411453106493048,-0.251940370672173,1,2,1,1,1,0,2,6,3
"no",1.60696495841672,-0.0207808288021332,-0.457371198035898,-0.777256994932743,-0.569350637645791,-0.411453106493048,-0.251940370672173,1,0,0,0,0,0,0,1,3
"no",0.665225181613984,-0.257583267580285,-1.65894996023292,-0.730659570725562,-0.569350637645791,2.09534724775034,0.182197529943736,1,1,1,0,1,0,0,3,0
"no",-0.0881666398282039,-0.323270490542324,1.46515482147934,0.00713297922146934,-0.569350637645791,2.27511779108253,0.616335430559645,4,1,2,0,1,1,0,4,0
"no",0.853573136974531,-0.34921694361233,0.143418183062613,1.58367916489776,0.0762299424182596,-0.411453106493048,-0.251940370672173,4,0,2,0,0,0,0,9,3
"no",-0.841558461270392,-0.352172868645622,-1.17831845535411,-0.420010076011022,-0.569350637645791,-0.411453106493048,-0.251940370672173,1,1,1,0,1,0,0,8,3
"no",0.382703248573164,-0.493071961899196,-1.05816057913441,-0.412243838643159,0.0762299424182596,-0.411453106493048,-0.251940370672173,6,0,1,0,1,0,2,8,3
"no",-0.935732438950666,-0.302250579194472,-1.65894996023292,-0.734542689409493,-0.569350637645791,2.29509229589722,0.616335430559645,7,1,1,0,1,0,0,3,0
"no",0.00600733785206958,0.211751940483486,1.70547057391874,0.624548849966616,-0.569350637645791,-0.411453106493048,-0.251940370672173,1,1,0,0,1,0,0,4,3
"no",-0.653210505909845,-0.241489897954585,-0.817844826695005,-0.54815299258077,2.01297168261041,-0.411453106493048,-0.251940370672173,7,1,1,0,1,0,2,8,3
"no",0.28852927089289,-0.294368112439027,-0.217055445596494,-0.388945126539568,0.721810522482311,3.09407248848475,0.182197529943736,1,1,1,0,1,1,0,8,1
"no",0.759399159294258,-0.251671417513701,-1.53879208401322,1.2458478393957,-0.246560347613766,-0.411453106493048,-0.251940370672173,4,1,2,0,1,0,0,0,3
"no",-0.276514595188751,-0.769286734454571,0.503891811721719,-0.649114078362995,-0.569350637645791,-0.411453106493048,-0.251940370672173,4,0,2,0,1,0,2,8,3
"no",1.70113893609699,-0.454973372581213,0.503891811721719,-0.245269735234094,1.36739110254636,-0.411453106493048,-0.251940370672173,2,1,2,0,0,1,0,1,3
"no",-0.935732438950666,-0.291412187405735,-1.05816057913441,-0.12489305603221,-0.569350637645791,-0.411453106493048,-0.251940370672173,9,2,1,0,0,0,0,5,3
"no",-0.841558461270392,-0.278603178928138,1.46515482147934,0.927432107313292,-0.246560347613766,-0.411453106493048,-0.251940370672173,4,1,2,0,1,0,2,8,3
"no",0.100181315532343,-0.33279513787182,-1.05816057913441,-0.12489305603221,-0.246560347613766,-0.411453106493048,-0.251940370672173,1,1,1,0,1,0,0,0,3
"no",0.665225181613984,0.929056415228956,0.624049687941421,0.407094203666439,1.04460081251434,-0.411453106493048,-0.251940370672173,4,1,2,0,0,0,2,8,3
"no",-0.653210505909845,-0.303235887538902,-0.457371198035898,0.344964304723531,-0.569350637645791,-0.411453106493048,-0.251940370672173,9,1,1,0,1,0,0,8,3
"no",0.476877226253437,1.97840980204753,-1.17831845535411,-0.664646553098722,0.399020232450285,-0.411453106493048,-0.251940370672173,0,1,1,0,0,0,0,1,3
"no",0.28852927089289,-0.317358640475741,-1.05816057913441,0.535237120236186,0.399020232450285,-0.411453106493048,-0.251940370672173,7,0,1,0,1,1,2,8,3
"no",-0.559036528229572,-0.789321337457993,0.263576059282315,-0.594750416787951,0.399020232450285,-0.411453106493048,-0.251940370672173,9,1,1,0,1,1,0,1,3
"no",0.759399159294258,0.639375761966362,-0.0968975693767915,0.352730542091394,-0.246560347613766,-0.411453106493048,-0.251940370672173,1,1,1,0,1,0,0,8,3
"no",-0.935732438950666,-0.447419341940579,1.46515482147934,1.57591292752989,1.69018139257839,-0.411453106493048,-0.251940370672173,4,1,2,0,1,1,0,5,3
"no",0.194355293212617,-0.453659628121972,-1.29847633157381,-0.520971161793248,0.0762299424182596,-0.411453106493048,-0.251940370672173,1,1,1,0,1,0,0,3,3
"no",-0.935732438950666,0.648900409295858,1.34499694525963,-0.373412651803841,-0.246560347613766,0.547323124611991,1.48461123179146,9,1,2,0,1,0,0,11,0
"no",0.759399159294258,-0.41621791103361,-0.938002702914707,-0.652997197046927,-0.569350637645791,-0.411453106493048,-0.251940370672173,9,0,1,0,1,0,0,8,3
"no",0.665225181613984,0.276453855101095,-0.457371198035898,-0.827737537823855,-0.569350637645791,-0.411453106493048,-0.251940370672173,4,1,1,0,1,0,0,8,3
"no",-0.464862550549298,1.10312755607836,-0.817844826695005,-0.423893194694954,0.0762299424182596,-0.411453106493048,-0.251940370672173,7,1,1,0,0,0,0,2,3
"no",-0.841558461270392,-0.447419341940579,0.744207564161124,-0.893750555450695,0.399020232450285,-0.411453106493048,-0.251940370672173,4,2,2,0,0,0,1,1,3
"no",-1.97164619343367,-0.404722647015253,-0.5775290742556,-0.66076343441479,-0.569350637645791,0.587272134241368,1.05047333117555,8,2,1,0,0,0,1,1,0
"no",-1.02990641663094,0.75235778546107,-1.17831845535411,-0.353997058384183,0.399020232450285,-0.411453106493048,-0.251940370672173,1,1,1,0,1,1,2,6,3
"no",-0.935732438950666,-0.330496085068149,0.503891811721719,-0.117126818664346,0.721810522482311,-0.411453106493048,-0.251940370672173,7,1,1,0,1,0,2,6,3
"no",-0.0881666398282039,-0.0532960041683427,0.624049687941421,-0.36952953311991,-0.246560347613766,1.15654552145998,3.2211628342551,0,2,1,0,1,0,0,9,0
"no",-0.653210505909845,0.178579892887656,-0.217055445596494,-0.738425808093425,0.0762299424182596,-0.411453106493048,-0.251940370672173,4,1,2,0,1,0,0,5,3
"no",-1.02990641663094,-0.755492417632543,-1.53879208401322,0.698328104961319,-0.569350637645791,-0.411453106493048,-0.251940370672173,0,1,1,1,1,0,2,6,3
"no",-0.276514595188751,-0.0345751456241615,0.624049687941421,-0.753958282829152,1.04460081251434,-0.411453106493048,-0.251940370672173,4,1,3,0,0,0,0,9,3
"yes",-0.747384483590119,-0.384688044011831,-0.337213321816196,3.45534237055286,-0.246560347613766,-0.411453106493048,-0.251940370672173,4,1,2,0,0,0,0,1,3
"no",-1.40660232735203,-0.21554344488458,-0.938002702914707,-0.544269873896838,-0.569350637645791,0.647195648685433,0.616335430559645,8,2,1,0,0,0,2,10,1
"no",-0.0881666398282039,-0.447419341940579,1.46515482147934,-0.800555707036333,2.65855226267446,-0.411453106493048,-0.251940370672173,4,1,2,0,1,0,0,5,3
"no",-0.559036528229572,-0.270392276057883,-1.05816057913441,1.01674383704372,-0.569350637645791,-0.411453106493048,-0.251940370672173,9,2,1,0,1,0,2,8,3
"no",0.00600733785206958,-0.347903199153089,1.22483906903993,-0.295750278125206,-0.246560347613766,-0.411453106493048,-0.251940370672173,0,0,1,0,0,0,2,6,3
"no",-0.276514595188751,-0.528543062298697,1.34499694525963,0.026548572641128,0.399020232450285,-0.411453106493048,-0.251940370672173,0,1,1,0,1,0,2,8,3
"no",-0.464862550549298,-0.14887091357811,1.10468119282023,-0.0316982076178481,0.0762299424182596,-0.411453106493048,-0.251940370672173,4,1,2,0,1,1,0,5,3
"no",1.79531291377727,-0.143287499626337,-0.337213321816196,0.127509658423353,-0.246560347613766,-0.411453106493048,-0.251940370672173,5,1,1,0,1,0,2,8,3
"no",1.13609507001535,-0.117669482671141,0.744207564161124,-0.540386755212906,-0.569350637645791,-0.411453106493048,-0.251940370672173,4,0,1,0,0,1,1,2,3
"no",1.04192109233508,-0.398153924719049,0.624049687941421,-0.315165871544865,0.0762299424182596,-0.411453106493048,-0.251940370672173,9,1,1,0,1,0,1,5,3
"no",-0.182340617508477,0.215693173861208,0.503891811721719,-0.357880177068114,-0.569350637645791,-0.411453106493048,-0.251940370672173,0,1,1,0,1,0,2,8,3
"no",-0.0881666398282039,-0.142630627396716,0.143418183062613,-0.796672588352401,-0.569350637645791,-0.411453106493048,-0.251940370672173,1,1,3,0,1,0,0,0,3
"no",1.60696495841672,0.730024129653976,1.70547057391874,-0.528737399161111,-0.569350637645791,1.26640529794077,0.182197529943736,1,1,3,0,0,0,0,0,2
"no",-0.841558461270392,-0.447419341940579,0.383733935502017,0.174107082630534,0.0762299424182596,-0.411453106493048,-0.251940370672173,10,1,1,0,0,0,0,9,3
"no",-0.182340617508477,-0.447419341940579,-1.17831845535411,-0.311282752860933,-0.569350637645791,-0.411453106493048,-0.251940370672173,1,1,0,0,0,0,2,6,3
"no",0.476877226253437,-0.439208439070324,0.143418183062613,1.18760105913672,-0.246560347613766,-0.411453106493048,-0.251940370672173,4,0,2,0,0,0,2,6,3
"no",-0.935732438950666,-0.203062872521792,0.503891811721719,-0.520971161793248,0.0762299424182596,-0.411453106493048,-0.251940370672173,8,2,2,0,0,0,0,1,3
"no",-0.841558461270392,-0.376477141141576,-1.05816057913441,-0.664646553098722,-0.246560347613766,3.1040597408921,0.182197529943736,1,2,0,0,1,0,0,8,2
